timestamp,motion_detected
2025-10-20 12:03:53,0
2025-10-20 12:03:55,0
2025-10-20 12:03:56,0
2025-10-20 12:03:58,0
2025-10-20 12:04:00,0
2025-10-20 12:04:02,0
2025-10-20 12:04:04,0
2025-10-20 12:04:07,0
2025-10-20 12:04:08,0
2025-10-20 12:04:10,0
2025-10-20 12:04:12,0
2025-10-20 12:04:14,0
2025-10-20 12:04:16,0
2025-10-20 12:04:18,1
2025-10-20 12:04:20,0
2025-10-20 12:04:22,0
2025-10-20 12:04:24,1
2025-10-20 12:04:26,0
2025-10-20 12:04:28,0
2025-10-20 12:04:30,1
2025-10-20 12:04:32,0
2025-10-20 12:04:34,0
2025-10-20 12:04:36,1
2025-10-20 12:04:38,0
2025-10-20 12:04:41,0
2025-10-20 12:04:42,1
2025-10-20 12:04:44,0
2025-10-20 12:04:47,0
2025-10-20 12:04:48,0
2025-10-20 12:04:50,0
2025-10-20 12:04:52,0
2025-10-20 12:04:54,0
2025-10-20 12:04:56,1
2025-10-20 12:04:58,1
2025-10-20 12:05:00,0
2025-10-20 12:05:02,0
2025-10-20 12:05:04,0
2025-10-20 12:05:07,0
2025-10-20 12:05:08,1
2025-10-20 12:05:10,1
2025-10-20 12:05:12,0
2025-10-20 12:05:14,0
2025-10-20 12:05:16,1
2025-10-20 12:05:18,0
2025-10-20 12:05:20,0
2025-10-20 12:05:22,0
2025-10-20 12:05:24,0
2025-10-20 12:05:26,0
2025-10-20 12:05:28,0
2025-10-20 12:05:31,0
2025-10-20 12:05:32,0
2025-10-20 12:05:34,0
2025-10-20 12:05:36,0
2025-10-20 12:05:38,1
2025-10-20 12:05:41,0
2025-10-20 12:05:42,0
2025-10-20 12:05:44,1
2025-10-20 12:05:46,0
2025-10-20 12:05:49,0
2025-10-20 12:05:50,0
2025-10-20 12:05:52,0
2025-10-20 12:05:54,1
2025-10-20 12:05:56,1
2025-10-20 12:05:59,0
2025-10-20 12:06:00,0
2025-10-20 12:06:02,0
2025-10-20 12:06:04,1
2025-10-20 12:06:07,0
2025-10-20 12:06:08,0
2025-10-20 12:06:10,0
2025-10-20 12:06:12,0
2025-10-20 12:06:14,0
2025-10-20 12:06:16,1
2025-10-20 12:06:18,0
2025-10-20 12:06:20,0
2025-10-20 12:06:22,1
2025-10-20 12:06:25,1
2025-10-20 12:06:26,0
2025-10-20 12:06:28,0
2025-10-20 12:06:30,1
2025-10-20 12:06:32,0
2025-10-20 12:06:34,0
2025-10-20 12:06:36,1
2025-10-20 12:06:39,1
2025-10-20 12:06:40,0
2025-10-20 12:06:42,0
2025-10-20 12:06:44,0
2025-10-20 12:06:46,0
2025-10-20 12:06:48,0
2025-10-20 12:06:50,0
2025-10-20 12:06:52,0
2025-10-20 12:06:54,0
2025-10-20 12:06:57,0
2025-10-20 12:06:58,0
2025-10-20 12:07:00,1
2025-10-20 12:07:02,1
2025-10-20 12:07:04,0
2025-10-20 12:07:06,0
2025-10-20 12:07:08,0
2025-10-20 12:07:10,0
2025-10-20 12:07:12,0
2025-10-20 12:07:14,0
2025-10-20 12:07:16,1
2025-10-20 12:07:19,1
2025-10-20 12:07:21,0
2025-10-20 12:07:22,0
2025-10-20 12:07:24,0
2025-10-20 12:07:26,0
2025-10-20 12:07:28,0
2025-10-20 12:07:30,0
2025-10-20 12:07:32,0
2025-10-20 12:07:34,0
2025-10-20 12:07:36,0
2025-10-20 12:07:38,0
2025-10-20 12:07:40,0
2025-10-20 12:07:42,0
2025-10-20 12:07:44,0
2025-10-20 12:07:46,1
2025-10-20 12:07:49,0
2025-10-20 12:07:50,0
2025-10-20 12:07:52,0
2025-10-20 12:07:54,1
2025-10-20 12:07:57,1
2025-10-20 12:07:59,0
2025-10-20 12:08:00,0
2025-10-20 12:08:02,0
2025-10-20 12:08:04,0
2025-10-20 12:08:06,0
2025-10-20 12:08:08,0
2025-10-20 12:08:10,0
2025-10-20 12:08:12,0
2025-10-20 12:08:14,1
2025-10-20 12:08:16,0
2025-10-20 12:08:18,0
2025-10-20 12:08:20,1
2025-10-20 12:08:23,1
2025-10-20 12:08:24,0
2025-10-20 12:08:26,0
2025-10-20 12:08:28,1
2025-10-20 12:08:30,1
2025-10-20 12:08:32,0
2025-10-20 12:08:34,0
2025-10-20 12:08:36,0
2025-10-20 12:08:38,0
2025-10-20 12:08:40,1
2025-10-20 12:08:42,1
2025-10-20 12:08:44,0
2025-10-20 12:08:46,0
2025-10-20 12:08:48,1
2025-10-20 12:08:50,1
2025-10-20 12:08:52,0
2025-10-20 12:08:54,0
2025-10-20 12:08:57,0
2025-10-20 12:08:59,0
2025-10-20 12:09:00,0
2025-10-20 12:09:02,0
2025-10-20 12:09:04,0
2025-10-20 12:09:06,1
2025-10-20 12:09:09,0
2025-10-20 12:09:10,0
2025-10-20 12:09:12,1
2025-10-20 12:09:15,0
2025-10-20 12:09:16,0
2025-10-20 12:09:18,1
2025-10-20 12:09:20,0
2025-10-20 12:09:23,0
2025-10-20 12:09:24,1
2025-10-20 12:09:26,0
2025-10-20 12:09:29,0
2025-10-20 12:09:31,0
2025-10-20 12:09:32,0
2025-10-20 12:09:35,0
2025-10-20 12:09:36,1
2025-10-20 12:09:38,0
2025-10-20 12:09:40,0
2025-10-20 12:09:42,0
2025-10-20 12:09:44,1
2025-10-20 12:09:46,0
2025-10-20 12:09:49,0
2025-10-20 12:09:50,0
2025-10-20 12:09:52,1
2025-10-20 12:09:54,0
2025-10-20 12:09:56,0
2025-10-20 12:09:58,0
2025-10-20 12:10:00,0
2025-10-20 12:10:02,0
2025-10-20 12:10:04,1
2025-10-20 12:10:06,0
2025-10-20 12:10:08,0
2025-10-20 12:10:10,1
2025-10-20 12:10:12,1
2025-10-20 12:10:14,0
2025-10-20 12:10:17,0
2025-10-20 12:10:18,1
2025-10-20 12:10:20,0
2025-10-20 12:10:23,0
2025-10-20 12:10:24,1
2025-10-20 12:10:26,1
2025-10-20 12:10:28,0
2025-10-20 12:10:31,0
2025-10-20 12:10:32,1
2025-10-20 12:10:34,1
2025-10-20 12:10:36,0
2025-10-20 12:10:38,0
2025-10-20 12:10:40,0
2025-10-20 12:10:42,0
2025-10-20 12:10:45,0
2025-10-20 12:10:46,0
2025-10-20 12:10:48,0
2025-10-20 12:10:50,0
2025-10-20 12:10:52,0
2025-10-20 12:10:54,0
2025-10-20 12:10:56,0
2025-10-20 12:10:58,0
2025-10-20 12:11:00,0
2025-10-20 12:11:02,0
2025-10-20 12:11:04,0
2025-10-20 12:11:07,1
2025-10-20 12:11:09,0
2025-10-20 12:11:10,0
2025-10-20 12:11:12,0
2025-10-20 12:11:14,0
2025-10-20 12:11:16,1
2025-10-20 12:11:18,0
2025-10-20 12:11:20,0
2025-10-20 12:11:22,0
2025-10-20 12:11:24,0
2025-10-20 12:11:26,1
2025-10-20 12:11:28,1
2025-10-20 12:11:31,1
2025-10-20 12:11:32,0
2025-10-20 12:11:34,0
2025-10-20 12:11:37,0
2025-10-20 12:11:38,0
2025-10-20 12:11:41,0
2025-10-20 12:11:42,1
2025-10-20 12:11:45,1
2025-10-20 12:11:47,0
2025-10-20 12:11:48,0
2025-10-20 12:11:50,0
2025-10-20 12:11:52,0
2025-10-20 12:11:54,1
2025-10-20 12:11:56,1
2025-10-20 12:11:58,0
2025-10-20 12:12:00,0
2025-10-20 12:12:02,0
2025-10-20 12:12:04,0
2025-10-20 12:12:06,0
2025-10-20 12:12:09,0
2025-10-20 12:12:10,0
2025-10-20 12:12:13,0
2025-10-20 12:12:14,0
2025-10-20 12:12:16,0
2025-10-20 12:12:18,0
2025-10-20 12:12:20,0
2025-10-20 12:12:22,1
2025-10-20 12:12:24,1
2025-10-20 12:12:26,1
2025-10-20 12:12:28,1
2025-10-20 12:12:30,1
2025-10-20 12:12:32,1
2025-10-20 12:12:34,1
2025-10-20 12:12:36,1
2025-10-20 12:12:39,1
2025-10-20 12:12:40,1
2025-10-20 12:12:42,0
2025-10-20 12:12:44,0
2025-10-20 12:12:46,1
2025-10-20 12:12:48,1
2025-10-20 12:12:50,1
2025-10-20 12:12:52,1
2025-10-20 12:12:55,1
2025-10-20 12:12:56,1
2025-10-20 12:12:59,1
2025-10-20 12:13:01,0
2025-10-20 12:13:02,0
2025-10-20 12:13:04,0
2025-10-20 12:13:06,0
2025-10-20 12:13:08,1
2025-10-20 12:13:10,0
2025-10-20 12:13:13,0
2025-10-20 12:13:14,1
2025-10-20 12:13:16,1
2025-10-20 12:13:18,1
2025-10-20 12:13:20,0
2025-10-20 12:13:22,0
2025-10-20 12:13:24,1
2025-10-20 12:13:26,1
2025-10-20 12:13:28,0
2025-10-20 12:13:30,0
2025-10-20 12:13:32,0
2025-10-20 12:13:34,0
2025-10-20 12:13:36,0
2025-10-20 12:13:38,0
2025-10-20 12:13:41,1
2025-10-20 12:13:42,1
2025-10-20 12:13:47,0
2025-10-20 12:13:47,0
2025-10-20 12:13:49,1
2025-10-20 12:15:08,1
2025-10-20 12:15:10,0
2025-10-20 12:15:12,0
2025-10-20 12:15:14,1
2025-10-20 12:15:16,0
2025-10-20 12:15:18,0
2025-10-20 12:15:20,1
2025-10-20 12:15:22,0
2025-10-20 12:15:24,0
2025-10-20 12:15:26,0
2025-10-20 12:15:28,0
2025-10-20 12:15:30,0
2025-10-20 12:15:32,1
2025-10-20 12:15:34,1
2025-10-20 12:15:36,1
2025-10-20 12:15:47,0
2025-10-20 12:15:53,1
2025-10-20 12:15:55,0
2025-10-20 12:15:55,0
2025-10-20 12:16:05,1
2025-10-20 12:16:05,1
2025-10-20 12:16:07,1
2025-10-20 12:16:09,1
2025-10-20 12:16:11,1
2025-10-20 12:16:13,1
2025-10-20 12:16:15,0
2025-10-20 12:16:17,0
2025-10-20 12:16:19,1
2025-10-20 12:16:21,1
2025-10-20 12:16:23,1
2025-10-20 12:16:25,1
2025-10-20 12:16:27,1
2025-10-20 12:16:29,1
2025-10-20 12:16:31,1
2025-10-20 12:16:33,1
2025-10-20 12:16:35,1
2025-10-20 12:16:37,0
2025-10-20 12:16:39,0
2025-10-20 12:16:41,1
2025-10-20 12:16:43,1
2025-10-20 12:16:45,0
2025-10-20 12:16:47,0
2025-10-20 12:16:49,1
2025-10-20 12:16:51,1
2025-10-20 12:16:53,0
2025-10-20 12:16:55,1
2025-10-20 12:16:57,1
2025-10-20 12:16:59,1
2025-10-20 12:17:01,0
2025-10-20 12:17:03,0
2025-10-20 12:17:05,0
2025-10-20 12:17:07,0
2025-10-20 12:17:09,0
2025-10-20 12:17:11,0
2025-10-20 12:17:13,0
2025-10-20 12:17:15,0
2025-10-20 12:17:26,0
2025-10-20 12:17:28,1
2025-10-20 12:17:31,1
2025-10-20 12:17:32,0
2025-10-20 12:17:34,0
2025-10-20 12:17:45,0
2025-10-20 12:17:50,0
2025-10-20 12:17:50,0
2025-10-20 12:17:51,1
2025-10-20 12:17:53,0
2025-10-20 12:17:55,0
2025-10-20 12:17:57,1
2025-10-20 12:17:59,0
2025-10-20 12:18:01,0
2025-10-20 12:18:03,1
2025-10-20 12:18:05,0
2025-10-20 12:18:07,0
2025-10-20 12:18:09,0
2025-10-20 12:18:11,0
2025-10-20 12:18:13,1
2025-10-20 12:18:15,0
2025-10-20 12:18:17,0
2025-10-20 12:18:19,0
2025-10-20 12:18:21,0
2025-10-20 12:18:23,1
2025-10-20 12:18:25,0
2025-10-20 12:18:27,0
2025-10-20 12:18:29,0
2025-10-20 12:18:31,1
2025-10-20 12:18:33,1
2025-10-20 12:18:37,1
2025-10-20 12:18:37,0
2025-10-20 12:18:40,0
2025-10-20 12:18:42,1
2025-10-20 12:18:44,1
2025-10-20 12:18:46,1
2025-10-20 12:18:48,1
2025-10-20 12:18:50,0
2025-10-20 12:18:52,0
2025-10-20 12:18:54,1
2025-10-20 12:18:56,0
2025-10-20 12:18:58,0
2025-10-20 12:19:00,1
2025-10-20 12:19:02,0
2025-10-20 12:19:04,0
2025-10-20 12:19:06,0
2025-10-20 12:19:08,0
2025-10-20 12:19:10,1
2025-10-20 12:19:12,0
2025-10-20 12:19:14,0
2025-10-20 12:19:16,0
2025-10-20 12:19:23,1
2025-10-20 12:19:25,1
2025-10-20 12:19:28,0
2025-10-20 12:19:28,1
2025-10-20 12:19:30,1
2025-10-20 12:19:32,0
2025-10-20 12:19:34,0
2025-10-20 12:19:36,0
2025-10-20 12:19:39,1
2025-10-20 12:19:41,1
2025-10-20 12:19:43,0
2025-10-20 12:19:44,1
2025-10-20 12:19:46,1
2025-10-20 12:19:48,1
2025-10-20 12:19:50,1
2025-10-20 12:19:52,0
2025-10-20 12:19:54,0
2025-10-20 12:19:56,1
2025-10-20 12:19:58,1
2025-10-20 12:20:01,0
2025-10-20 12:20:02,0
2025-10-20 12:20:04,0
2025-10-20 12:20:06,0
2025-10-20 12:20:09,1
2025-10-20 12:20:10,1
2025-10-20 12:20:12,0
2025-10-20 12:20:14,0
2025-10-20 12:20:17,0
2025-10-20 12:20:18,0
2025-10-20 12:20:20,0
2025-10-20 12:20:22,0
2025-10-20 12:20:25,0
2025-10-20 12:20:26,1
2025-10-20 12:20:29,1
2025-10-20 12:20:31,0
2025-10-20 12:20:33,0
2025-10-20 12:20:34,1
2025-10-20 12:20:36,0
2025-10-20 12:20:38,0
2025-10-20 12:20:40,0
2025-10-20 12:20:42,1
2025-10-20 12:20:47,0
2025-10-20 12:20:48,0
2025-10-20 12:20:50,1
2025-10-20 12:20:52,1
2025-10-20 12:20:54,0
2025-10-20 12:20:56,0
2025-10-20 12:20:58,0
2025-10-20 12:21:00,0
2025-10-20 12:21:02,0
2025-10-20 12:21:04,0
2025-10-20 12:21:06,1
2025-10-20 12:21:08,1
2025-10-20 12:21:10,1
2025-10-20 12:21:12,0
2025-10-20 12:21:14,0
2025-10-20 12:21:16,1
2025-10-20 12:21:18,0
2025-10-20 12:21:20,0
2025-10-20 12:21:22,0
2025-10-20 12:21:24,0
2025-10-20 12:21:26,0
2025-10-20 12:21:28,0
2025-10-20 12:21:30,0
2025-10-20 12:21:34,0
2025-10-20 12:21:34,1
2025-10-20 12:21:37,0
2025-10-20 12:21:38,0
2025-10-20 12:21:41,0
2025-10-20 12:21:42,0
2025-10-20 12:21:45,1
2025-10-20 12:21:47,1
2025-10-20 12:21:48,0
2025-10-20 12:21:50,0
2025-10-20 12:21:52,0
2025-10-20 12:21:54,0
2025-10-20 12:21:56,0
2025-10-20 12:21:58,0
2025-10-20 12:22:01,0
2025-10-20 12:22:02,0
2025-10-20 12:22:05,0
2025-10-20 12:22:06,0
2025-10-20 12:22:08,0
2025-10-20 12:22:10,0
2025-10-20 12:22:12,0
2025-10-20 12:22:15,0
2025-10-20 12:22:16,0
2025-10-20 12:22:19,0
2025-10-20 12:22:20,0
2025-10-20 12:22:23,0
2025-10-20 12:22:24,0
2025-10-20 12:22:27,0
2025-10-20 12:22:29,0
2025-10-20 12:22:30,0
2025-10-20 12:22:32,0
2025-10-20 12:22:34,0
2025-10-20 12:22:36,0
2025-10-20 12:22:38,0
2025-10-20 12:22:41,0
2025-10-20 12:22:42,0
2025-10-20 12:22:44,0
2025-10-20 12:22:46,1
2025-10-20 12:22:48,1
2025-10-20 12:22:50,0
2025-10-20 12:22:52,0
2025-10-20 12:22:54,1
2025-10-20 12:22:56,0
2025-10-20 12:22:59,0
2025-10-20 12:23:00,1
2025-10-20 12:23:02,1
2025-10-20 12:23:04,0
2025-10-20 12:23:06,0
2025-10-20 12:23:08,0
2025-10-20 12:23:10,1
2025-10-20 12:23:13,0
2025-10-20 12:23:14,0
2025-10-20 12:23:16,1
2025-10-20 12:23:19,0
2025-10-20 12:23:20,0
2025-10-20 12:23:23,1
2025-10-20 12:23:24,0
2025-10-20 12:23:27,0
2025-10-20 12:23:28,1
2025-10-20 12:23:31,0
2025-10-20 12:23:33,0
2025-10-20 12:23:34,1
2025-10-20 12:23:37,1
2025-10-20 12:23:38,0
2025-10-20 12:23:40,0
2025-10-20 12:23:42,1
2025-10-20 12:23:44,0
2025-10-20 12:23:47,0
2025-10-20 12:23:48,1
2025-10-20 12:23:50,1
2025-10-20 12:23:52,0
2025-10-20 12:23:54,1
2025-10-20 12:23:57,0
2025-10-20 12:23:59,0
2025-10-20 12:24:00,1
2025-10-20 12:24:02,0
2025-10-20 12:24:05,0
2025-10-20 12:24:06,1
2025-10-20 12:24:09,0
2025-10-20 12:24:10,0
2025-10-20 12:24:13,0
2025-10-20 12:24:14,0
2025-10-20 12:24:17,0
2025-10-20 12:24:18,1
2025-10-20 12:24:21,0
2025-10-20 12:24:23,0
2025-10-20 12:24:25,0
2025-10-20 12:24:27,1
2025-10-20 12:24:28,0
2025-10-20 12:24:30,0
2025-10-20 12:24:32,0
2025-10-20 12:24:34,0
2025-10-20 12:24:36,0
2025-10-20 12:24:39,0
2025-10-20 12:24:40,0
2025-10-20 12:24:42,0
2025-10-20 12:24:44,1
2025-10-20 12:24:46,0
2025-10-20 12:24:48,0
2025-10-20 12:24:50,1
2025-10-20 12:24:53,1
2025-10-20 12:24:54,0
2025-10-20 12:24:57,0
2025-10-20 12:24:58,1
2025-10-20 12:25:01,0
2025-10-20 12:25:03,0
2025-10-20 12:25:05,1
2025-10-20 12:25:06,0
2025-10-20 12:25:08,0
2025-10-20 12:25:10,1
2025-10-20 12:25:12,1
2025-10-20 12:25:14,1
2025-10-20 12:25:16,1
2025-10-20 12:25:18,0
2025-10-20 12:25:20,0
2025-10-20 12:25:22,1
2025-10-20 12:25:24,0
2025-10-20 12:25:26,0
2025-10-20 12:25:29,0
2025-10-20 12:25:31,1
2025-10-20 12:25:32,1
2025-10-20 12:25:34,0
2025-10-20 12:25:36,0
2025-10-20 12:25:38,1
2025-10-20 12:25:40,0
2025-10-20 12:25:42,0
2025-10-20 12:25:45,0
2025-10-20 12:25:47,0
2025-10-20 12:25:48,1
2025-10-20 12:25:50,1
2025-10-20 12:25:52,0
2025-10-20 12:25:54,0
2025-10-20 12:25:56,0
2025-10-20 12:25:59,0
2025-10-20 12:26:00,0
2025-10-20 12:26:02,0
2025-10-20 12:26:04,1
2025-10-20 12:26:06,1
2025-10-20 12:26:09,0
2025-10-20 12:26:10,0
2025-10-20 12:26:12,1
2025-10-20 12:26:15,0
2025-10-20 12:26:16,0
2025-10-20 12:26:18,0
2025-10-20 12:26:21,0
2025-10-20 12:26:23,0
2025-10-20 12:26:24,1
2025-10-20 12:26:27,0
2025-10-20 12:26:29,0
2025-10-20 12:26:30,0
2025-10-20 12:26:33,0
2025-10-20 12:26:34,0
2025-10-20 12:26:36,1
2025-10-20 12:26:39,0
2025-10-20 12:26:40,0
2025-10-20 12:26:43,0
2025-10-20 12:26:44,0
2025-10-20 12:26:46,0
2025-10-20 12:26:48,0
2025-10-20 12:26:50,0
2025-10-20 12:26:52,0
2025-10-20 12:26:55,1
2025-10-20 12:26:56,1
2025-10-20 12:26:58,1
2025-10-20 12:27:00,1
2025-10-20 12:27:03,0
2025-10-20 12:27:05,0
2025-10-20 12:27:07,0
2025-10-20 12:27:09,0
2025-10-20 12:27:10,0
2025-10-20 12:27:12,0
2025-10-20 12:27:14,0
