timestamp,device_id,temperature,humidity,motion,motion_detected,status,error_message,attack_type
20-10-2025 11:57,-,-,-,0,-,-,-,normal
20-10-2025 11:57,-,-,-,1,-,-,-,normal
20-10-2025 11:57,-,-,-,1,-,-,-,normal
20-10-2025 11:57,-,-,-,1,-,-,-,normal
20-10-2025 11:57,-,-,-,1,-,-,-,normal
20-10-2025 11:57,-,-,-,1,-,-,-,normal
20-10-2025 11:57,-,-,-,0,-,-,-,normal
20-10-2025 11:57,-,-,-,0,-,-,-,normal
20-10-2025 11:57,-,-,-,0,-,-,-,normal
20-10-2025 11:57,-,-,-,0,-,-,-,normal
20-10-2025 11:57,-,-,-,0,-,-,-,normal
20-10-2025 11:57,-,-,-,1,-,-,-,normal
20-10-2025 11:57,-,-,-,1,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,1,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,1,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:58,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,1,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 11:59,-,-,-,1,-,-,-,normal
20-10-2025 11:59,-,-,-,1,-,-,-,normal
20-10-2025 11:59,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,1,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,1,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,1,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,1,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,1,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,1,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,1,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,0,-,-,-,normal
20-10-2025 12:00,-,-,-,1,-,-,-,normal
20-10-2025 12:01,-,-,-,1,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,1,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,1,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,1,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,1,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:01,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,0,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:02,-,-,-,1,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,1,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,1,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:03,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,1,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,1,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,1,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,1,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,1,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,0,-,-,-,normal
20-10-2025 12:04,-,-,-,1,-,-,-,normal
20-10-2025 12:04,-,-,-,1,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,1,-,-,-,normal
20-10-2025 12:05,-,-,-,1,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,1,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,1,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,1,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:05,-,-,-,1,-,-,-,normal
20-10-2025 12:05,-,-,-,1,-,-,-,normal
20-10-2025 12:05,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,1,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,1,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,1,-,-,-,normal
20-10-2025 12:06,-,-,-,1,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,1,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,1,-,-,-,normal
20-10-2025 12:06,-,-,-,1,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:06,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,1,-,-,-,normal
20-10-2025 12:07,-,-,-,1,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,1,-,-,-,normal
20-10-2025 12:07,-,-,-,1,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,1,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:07,-,-,-,1,-,-,-,normal
20-10-2025 12:07,-,-,-,1,-,-,-,normal
20-10-2025 12:07,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,1,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,1,-,-,-,normal
20-10-2025 12:08,-,-,-,1,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,1,-,-,-,normal
20-10-2025 12:08,-,-,-,1,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,1,-,-,-,normal
20-10-2025 12:08,-,-,-,1,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,1,-,-,-,normal
20-10-2025 12:08,-,-,-,1,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:08,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,1,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,1,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,1,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,1,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,1,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,1,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,1,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:09,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,1,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,1,-,-,-,normal
20-10-2025 12:10,-,-,-,1,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,1,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,1,-,-,-,normal
20-10-2025 12:10,-,-,-,1,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,1,-,-,-,normal
20-10-2025 12:10,-,-,-,1,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
20-10-2025 12:10,-,-,-,0,-,-,-,normal
